gender,accum_visits,accum_days,accum_subs,accum_pages,accum_onsite,accum_entered,accum_completed,completed_holiday,visit_cycle,purchase_cycle,purchase_freq,pages_per_visit,onsite_per_visit,churn
M,2,2,1,9,22,1,1,0,1,2,2,4.5,11,1
F,72,720,24,363,712,60,40,17,10,18,1.8,5.04,9.89,0
M,24,1054,35,101,146,15,8,5,43.92,131.75,3,4.21,6.08,1
M,46,936,31,229,377,36,25,16,20.35,37.44,1.84,4.98,8.2,1
M,56,1066,36,250,466,38,29,15,19.04,36.76,1.93,4.46,8.32,1
F,32,759,25,157,278,21,15,6,23.72,50.6,2.13,4.91,8.69,0
F,13,314,11,55,103,10,8,2,24.15,39.25,1.62,4.23,7.92,0
F,50,726,24,234,423,35,21,8,14.52,34.57,2.38,4.68,8.46,1
F,15,444,15,86,208,11,8,2,29.6,55.5,1.88,5.73,13.87,0
F,27,354,12,135,270,21,16,3,13.11,22.12,1.69,5,10,0
M,62,1170,39,293,415,48,35,20,18.87,33.43,1.77,4.73,6.69,0
M,23,765,26,119,215,18,15,7,33.26,51,1.53,5.17,9.35,1
M,13,384,13,49,83,9,9,3,29.54,42.67,1.44,3.77,6.38,1
F,132,1458,48,658,1029,106,72,32,11.05,20.25,1.83,4.98,7.8,1
F,112,1103,37,532,956,88,63,24,9.85,17.51,1.78,4.75,8.54,0
F,47,723,24,223,360,35,22,8,15.38,32.86,2.14,4.74,7.66,1
F,22,393,13,112,288,19,14,7,17.86,28.07,1.57,5.09,13.09,0
F,12,61,3,79,137,11,10,2,5.08,6.1,1.2,6.58,11.42,0
F,9,30,1,59,108,8,8,1,3.33,3.75,1.12,6.56,12,1
F,21,191,7,130,306,18,13,2,9.1,14.69,1.62,6.19,14.57,1
F,24,404,14,121,156,19,14,3,16.83,28.86,1.71,5.04,6.5,1
F,71,955,32,366,677,59,34,17,13.45,28.09,2.09,5.15,9.54,1
F,37,627,21,194,225,30,26,10,16.95,24.12,1.42,5.24,6.08,1
F,42,619,21,203,385,32,24,11,14.74,25.79,1.75,4.83,9.17,1
M,15,297,10,67,120,12,7,2,19.8,42.43,2.14,4.47,8,0
M,43,982,33,189,290,30,18,12,22.84,54.56,2.39,4.4,6.74,1
F,47,577,19,243,379,33,21,9,12.28,27.48,2.24,5.17,8.06,0
F,52,539,18,264,400,40,28,11,10.37,19.25,1.86,5.08,7.69,1
F,36,757,25,165,219,27,21,9,21.03,36.05,1.71,4.58,6.08,1
M,21,345,12,94,189,12,11,4,16.43,31.36,1.91,4.48,9,1
F,13,62,3,92,324,12,9,1,4.77,6.89,1.44,7.08,24.92,0
F,57,578,20,306,626,49,39,14,10.14,14.82,1.46,5.37,10.98,0
F,29,314,11,169,285,23,18,7,10.83,17.44,1.61,5.83,9.83,0
F,115,1411,47,565,1067,93,64,30,12.27,22.05,1.8,4.91,9.28,1
M,23,579,20,95,226,18,11,4,25.17,52.64,2.09,4.13,9.83,1
F,31,378,13,147,165,25,20,6,12.19,18.9,1.55,4.74,5.32,1
F,30,493,17,156,315,25,19,8,16.43,25.95,1.58,5.2,10.5,1
F,106,1148,38,517,889,87,62,25,10.83,18.52,1.71,4.88,8.39,0
F,28,494,17,161,266,20,17,8,17.64,29.06,1.65,5.75,9.5,1
F,76,995,33,378,584,58,44,21,13.09,22.61,1.73,4.97,7.68,1
F,24,333,11,130,256,18,15,5,13.88,22.2,1.6,5.42,10.67,0
F,55,701,24,285,535,45,33,14,12.75,21.24,1.67,5.18,9.73,0
M,58,1089,36,272,395,43,32,18,18.78,34.03,1.81,4.69,6.81,0
F,10,57,2,70,132,9,8,2,5.7,7.12,1.25,7,13.2,1
M,31,751,25,134,208,18,11,6,24.23,68.27,2.82,4.32,6.71,1
F,61,650,22,300,532,46,33,12,10.66,19.7,1.85,4.92,8.72,1
F,17,311,11,97,177,14,10,2,18.29,31.1,1.7,5.71,10.41,1
F,135,1451,48,656,1196,94,66,34,10.75,21.98,2.05,4.86,8.86,0
F,87,914,31,447,769,73,51,23,10.51,17.92,1.71,5.14,8.84,0
F,59,804,27,255,400,35,22,12,13.63,36.55,2.68,4.32,6.78,1
F,38,560,19,199,293,32,19,6,14.74,29.47,2,5.24,7.71,1
F,114,1050,35,564,1080,92,69,26,9.21,15.22,1.65,4.95,9.47,0
F,24,389,13,112,173,17,10,2,16.21,38.9,2.4,4.67,7.21,1
F,28,370,13,141,141,18,11,6,13.21,33.64,2.55,5.04,5.04,1
M,50,1204,40,244,556,36,30,15,24.08,40.13,1.67,4.88,11.12,1
F,30,910,30,153,267,19,16,6,30.33,56.88,1.88,5.1,8.9,1
F,130,1424,47,637,980,105,68,34,10.95,20.94,1.91,4.9,7.54,1
F,29,517,17,168,262,22,18,7,17.83,28.72,1.61,5.79,9.03,1
F,60,836,28,312,419,49,37,18,13.93,22.59,1.62,5.2,6.98,1
F,29,362,12,137,287,21,13,6,12.48,27.85,2.23,4.72,9.9,1
M,19,362,12,90,188,14,13,6,19.05,27.85,1.46,4.74,9.89,0
F,51,720,24,263,536,40,32,15,14.12,22.5,1.59,5.16,10.51,1
F,26,301,10,132,289,24,18,5,11.58,16.72,1.44,5.08,11.12,0
M,17,216,8,96,218,13,9,2,12.71,24,1.89,5.65,12.82,0
M,10,225,8,50,98,7,4,1,22.5,56.25,2.5,5,9.8,0
F,39,603,20,190,351,30,20,6,15.46,30.15,1.95,4.87,9,1
F,29,315,11,153,274,24,17,4,10.86,18.53,1.71,5.28,9.45,1
M,12,235,8,59,84,7,6,3,19.58,39.17,2,4.92,7,1
F,7,7,1,58,145,7,7,0,1,1,1,8.29,20.71,0
M,41,1083,36,181,420,28,19,12,26.41,57,2.16,4.41,10.24,1
F,24,510,17,135,273,18,13,5,21.25,39.23,1.85,5.62,11.38,1
M,41,807,27,168,265,30,18,11,19.68,44.83,2.28,4.1,6.46,1
F,10,60,2,64,129,9,7,3,6,8.57,1.43,6.4,12.9,0
F,12,23,1,87,125,12,11,1,1.92,2.09,1.09,7.25,10.42,0
F,75,835,28,370,581,54,41,20,11.13,20.37,1.83,4.93,7.75,1
F,111,1443,48,503,782,89,57,27,13,25.32,1.95,4.53,7.05,1
F,77,790,26,377,732,65,42,18,10.26,18.81,1.83,4.9,9.51,0
F,32,356,12,181,379,24,22,4,11.12,16.18,1.45,5.66,11.84,0
F,35,525,18,166,335,28,21,6,15,25,1.67,4.74,9.57,0
F,144,1450,48,669,1152,114,79,31,10.07,18.35,1.82,4.65,8,0
F,6,7,1,49,106,6,4,0,1.17,1.75,1.5,8.17,17.67,0
M,6,57,2,36,83,5,4,1,9.5,14.25,1.5,6,13.83,1
F,24,534,18,137,241,19,15,2,22.25,35.6,1.6,5.71,10.04,1
M,10,173,6,42,41,7,7,2,17.3,24.71,1.43,4.2,4.1,1
F,39,359,12,205,364,29,25,9,9.21,14.36,1.56,5.26,9.33,1
F,58,656,22,282,452,49,30,13,11.31,21.87,1.93,4.86,7.79,1
F,15,422,14,70,103,10,6,3,28.13,70.33,2.5,4.67,6.87,1
F,67,905,30,334,707,55,35,14,13.51,25.86,1.91,4.99,10.55,0
F,27,426,15,121,219,18,10,2,15.78,42.6,2.7,4.48,8.11,1
F,91,1130,38,416,835,70,46,21,12.42,24.57,1.98,4.57,9.18,1
F,47,798,27,220,273,32,21,7,16.98,38,2.24,4.68,5.81,1
M,24,576,19,121,221,19,13,7,24,44.31,1.85,5.04,9.21,1
F,129,1271,42,638,1123,104,81,31,9.85,15.69,1.59,4.95,8.71,0
F,10,27,1,67,122,9,8,1,2.7,3.38,1.25,6.7,12.2,1
F,141,1239,41,677,1448,110,73,28,8.79,16.97,1.93,4.8,10.27,1
F,126,1130,38,603,1273,94,68,26,8.97,16.62,1.85,4.79,10.1,0
F,33,393,13,172,247,25,15,6,11.91,26.2,2.2,5.21,7.48,1
F,59,613,21,299,476,45,34,15,10.39,18.03,1.74,5.07,8.07,1
F,33,478,16,146,328,23,17,6,14.48,28.12,1.94,4.42,9.94,1
M,3,4,1,15,10,2,2,0,1.33,2,1.5,5,3.33,1
F,28,408,14,160,308,22,18,6,14.57,22.67,1.56,5.71,11,1
F,89,910,30,427,1027,72,52,22,10.22,17.5,1.71,4.8,11.54,1
M,17,718,24,75,81,14,8,4,42.24,89.75,2.12,4.41,4.76,1
F,35,365,12,169,296,25,17,6,10.43,21.47,2.06,4.83,8.46,0
F,72,799,27,367,498,58,40,16,11.1,19.98,1.8,5.1,6.92,0
M,15,339,12,73,142,12,10,3,22.6,33.9,1.5,4.87,9.47,1
F,81,1076,36,358,503,61,39,17,13.28,27.59,2.08,4.42,6.21,1
F,41,451,15,207,521,28,21,11,11,21.48,1.95,5.05,12.71,0
F,117,1426,47,571,723,86,57,27,12.19,25.02,2.05,4.88,6.18,0
F,17,167,6,99,193,13,12,3,9.82,13.92,1.42,5.82,11.35,0
M,9,193,7,46,79,8,6,2,21.44,32.17,1.5,5.11,8.78,0
M,5,26,1,26,39,4,2,1,5.2,13,2.5,5.2,7.8,1
F,23,418,14,111,195,17,10,5,18.17,41.8,2.3,4.83,8.48,1
F,25,469,16,135,146,19,17,8,18.76,27.59,1.47,5.4,5.84,1
F,19,247,9,118,340,17,13,6,13,19,1.46,6.21,17.89,0
M,17,399,14,86,138,15,9,2,23.47,44.33,1.89,5.06,8.12,1
F,31,469,16,157,248,25,20,8,15.13,23.45,1.55,5.06,8,1
M,31,926,31,147,275,24,18,12,29.87,51.44,1.72,4.74,8.87,1
F,86,992,33,429,701,66,45,20,11.53,22.04,1.91,4.99,8.15,0
M,9,72,3,50,50,7,5,1,8,14.4,1.8,5.56,5.56,0
F,67,824,28,306,493,51,30,10,12.3,27.47,2.23,4.57,7.36,1
F,62,687,23,323,624,45,33,16,11.08,20.82,1.88,5.21,10.06,0
F,62,707,24,316,533,51,36,13,11.4,19.64,1.72,5.1,8.6,1
F,15,146,5,97,231,14,11,2,9.73,13.27,1.36,6.47,15.4,0
F,38,473,16,198,376,28,22,9,12.45,21.5,1.73,5.21,9.89,1
M,11,217,8,58,134,9,7,1,19.73,31,1.57,5.27,12.18,1
F,6,7,1,46,41,6,6,0,1.17,1.17,1,7.67,6.83,0
M,12,173,6,76,163,9,8,3,14.42,21.62,1.5,6.33,13.58,0
F,58,711,24,266,570,46,30,11,12.26,23.7,1.93,4.59,9.83,1
F,49,592,20,262,536,43,35,12,12.08,16.91,1.4,5.35,10.94,1
F,77,1021,34,359,590,57,44,18,13.26,23.2,1.75,4.66,7.66,1
F,63,928,31,298,533,48,30,15,14.73,30.93,2.1,4.73,8.46,1
F,117,1234,41,554,1074,92,62,27,10.55,19.9,1.89,4.74,9.18,0
M,26,631,21,108,206,15,12,4,24.27,52.58,2.17,4.15,7.92,1
F,36,400,14,197,366,32,19,6,11.11,21.05,1.89,5.47,10.17,1
F,20,206,7,105,133,17,15,5,10.3,13.73,1.33,5.25,6.65,1
M,12,319,11,66,227,7,6,3,26.58,53.17,2,5.5,18.92,1
F,54,939,31,268,448,38,32,14,17.39,29.34,1.69,4.96,8.3,0
M,58,1031,34,281,478,43,26,18,17.78,39.65,2.23,4.84,8.24,1
F,23,632,21,113,146,17,10,2,27.48,63.2,2.3,4.91,6.35,1
M,10,382,13,42,71,5,3,1,38.2,127.33,3.33,4.2,7.1,1
M,7,274,10,39,62,3,3,0,39.14,91.33,2.33,5.57,8.86,1
F,27,255,9,137,214,21,12,6,9.44,21.25,2.25,5.07,7.93,1
M,25,630,21,109,219,17,13,6,25.2,48.46,1.92,4.36,8.76,1
F,72,692,23,366,743,55,39,16,9.61,17.74,1.85,5.08,10.32,1
F,35,500,17,171,269,28,18,6,14.29,27.78,1.94,4.89,7.69,1
F,59,787,26,276,567,46,27,10,13.34,29.15,2.19,4.68,9.61,0
F,84,1137,38,422,718,66,44,24,13.54,25.84,1.91,5.02,8.55,0
F,65,1024,34,311,587,48,33,15,15.75,31.03,1.97,4.78,9.03,1
F,71,1134,38,389,655,56,43,20,15.97,26.37,1.65,5.48,9.23,0
M,67,1340,45,293,538,44,29,18,20,46.21,2.31,4.37,8.03,1
F,17,286,10,92,133,15,12,3,16.82,23.83,1.42,5.41,7.82,0
F,50,997,33,224,538,39,25,10,19.94,39.88,2,4.48,10.76,1
F,21,340,12,121,285,18,16,3,16.19,21.25,1.31,5.76,13.57,1
F,17,531,18,83,117,13,10,2,31.24,53.1,1.7,4.88,6.88,1
M,12,376,13,52,29,8,4,2,31.33,94,3,4.33,2.42,0
F,24,692,23,110,97,17,11,3,28.83,62.91,2.18,4.58,4.04,1
F,18,188,7,114,310,13,13,3,10.44,14.46,1.38,6.33,17.22,1
F,6,7,1,48,84,6,6,0,1.17,1.17,1,8,14,0
F,6,9,1,51,177,5,4,1,1.5,2.25,1.5,8.5,29.5,0
F,12,30,1,78,165,12,10,1,2.5,3,1.2,6.5,13.75,0
F,48,743,25,219,372,37,27,14,15.48,27.52,1.78,4.56,7.75,1
M,15,351,12,68,95,10,8,6,23.4,43.88,1.88,4.53,6.33,1
F,92,1031,34,464,631,73,49,23,11.21,21.04,1.88,5.04,6.86,0
F,40,701,24,202,319,36,30,10,17.52,23.37,1.33,5.05,7.97,1
F,12,53,2,75,144,11,10,2,4.42,5.3,1.2,6.25,12,1
F,21,229,8,108,147,14,13,3,10.9,17.62,1.62,5.14,7,1
F,48,674,23,226,327,36,28,9,14.04,24.07,1.71,4.71,6.81,1
F,21,598,20,85,138,15,11,4,28.48,54.36,1.91,4.05,6.57,1
F,29,391,13,144,251,19,16,6,13.48,24.44,1.81,4.97,8.66,0
F,48,341,12,228,405,38,25,8,7.1,13.64,1.92,4.75,8.44,1
F,68,941,31,298,435,46,26,11,13.84,36.19,2.62,4.38,6.4,1
F,21,311,11,105,191,18,13,4,14.81,23.92,1.62,5,9.1,0
F,75,1397,46,357,451,60,42,15,18.63,33.26,1.79,4.76,6.01,1
F,29,922,31,160,243,19,13,5,31.79,70.92,2.23,5.52,8.38,0
F,42,644,22,200,336,32,21,9,15.33,30.67,2,4.76,8,1
F,27,360,12,144,232,22,17,7,13.33,21.18,1.59,5.33,8.59,0
F,74,1114,37,367,590,57,38,16,15.05,29.32,1.95,4.96,7.97,1
F,9,26,1,66,219,9,9,1,2.89,2.89,1,7.33,24.33,0
F,82,814,27,387,654,67,45,21,9.93,18.09,1.82,4.72,7.98,1
M,16,458,16,74,153,15,14,4,28.62,32.71,1.14,4.62,9.56,1
M,16,276,10,63,177,10,7,2,17.25,39.43,2.29,3.94,11.06,1
M,17,604,20,84,136,13,7,2,35.53,86.29,2.43,4.94,8,1
F,45,605,20,224,430,35,22,8,13.44,27.5,2.05,4.98,9.56,1
F,127,1375,46,627,1122,102,76,32,10.83,18.09,1.67,4.94,8.83,1
F,14,51,2,86,186,13,12,2,3.64,4.25,1.17,6.14,13.29,0
F,64,898,30,316,509,54,42,16,14.03,21.38,1.52,4.94,7.95,1
F,17,328,11,80,83,11,8,3,19.29,41,2.12,4.71,4.88,1
F,49,390,13,236,597,40,31,9,7.96,12.58,1.58,4.82,12.18,1
F,69,724,24,351,624,57,41,14,10.49,17.66,1.68,5.09,9.04,1
F,28,401,14,134,433,21,15,6,14.32,26.73,1.87,4.79,15.46,1
F,18,175,6,101,176,16,13,2,9.72,13.46,1.38,5.61,9.78,0
F,119,1157,39,586,1167,97,66,28,9.72,17.53,1.8,4.92,9.81,0
F,33,385,13,161,235,28,22,10,11.67,17.5,1.5,4.88,7.12,0
F,46,685,23,229,408,36,28,12,14.89,24.46,1.64,4.98,8.87,1
M,28,632,21,126,258,21,14,6,22.57,45.14,2,4.5,9.21,1
F,54,735,25,298,490,42,34,17,13.61,21.62,1.59,5.52,9.07,1
F,50,584,20,228,362,38,27,10,11.68,21.63,1.85,4.56,7.24,1
F,44,706,24,214,437,30,25,8,16.05,28.24,1.76,4.86,9.93,0
F,28,553,19,144,228,21,14,6,19.75,39.5,2,5.14,8.14,1
F,11,26,1,82,84,9,9,1,2.36,2.89,1.22,7.45,7.64,0
F,30,299,10,165,284,25,18,5,9.97,16.61,1.67,5.5,9.47,1
F,28,353,12,146,363,19,16,6,12.61,22.06,1.75,5.21,12.96,1
F,150,1331,44,741,1365,118,85,33,8.87,15.66,1.76,4.94,9.1,0
F,33,928,31,159,294,24,21,7,28.12,44.19,1.57,4.82,8.91,0
F,67,796,27,320,464,55,34,13,11.88,23.41,1.97,4.78,6.93,1
F,26,254,9,138,297,23,18,6,9.77,14.11,1.44,5.31,11.42,1
F,48,624,21,245,429,41,29,11,13,21.52,1.66,5.1,8.94,1
M,7,306,11,31,19,4,3,2,43.71,102,2.33,4.43,2.71,1
F,33,501,17,159,207,25,17,6,15.18,29.47,1.94,4.82,6.27,1
M,6,52,2,28,30,5,4,1,8.67,13,1.5,4.67,5,1
M,34,876,29,151,294,24,17,8,25.76,51.53,2,4.44,8.65,1
F,22,175,6,115,166,20,18,2,7.95,9.72,1.22,5.23,7.55,1
F,35,530,18,171,280,25,21,8,15.14,25.24,1.67,4.89,8,0
F,98,1056,35,456,821,78,52,25,10.78,20.31,1.88,4.65,8.38,0
F,34,417,14,174,297,29,21,8,12.26,19.86,1.62,5.12,8.74,0
F,17,527,18,100,139,13,10,4,31,52.7,1.7,5.88,8.18,1
F,11,73,3,68,68,11,9,3,6.64,8.11,1.22,6.18,6.18,0
M,15,116,4,74,105,12,12,1,7.73,9.67,1.25,4.93,7,1
F,7,7,1,54,267,7,6,0,1,1.17,1.17,7.71,38.14,0
M,28,805,27,110,156,19,13,6,28.75,61.92,2.15,3.93,5.57,1
F,90,1068,36,439,747,68,44,21,11.87,24.27,2.05,4.88,8.3,1
F,48,937,31,240,436,33,24,11,19.52,39.04,2,5,9.08,1
F,61,753,25,320,492,48,34,15,12.34,22.15,1.79,5.25,8.07,1
M,22,649,22,89,117,18,9,5,29.5,72.11,2.44,4.05,5.32,1
M,15,168,6,51,69,9,5,1,11.2,33.6,3,3.4,4.6,1
F,121,1172,39,588,1149,92,65,29,9.69,18.03,1.86,4.86,9.5,0
F,26,312,11,129,188,24,16,4,12,19.5,1.62,4.96,7.23,0
F,18,276,10,107,151,15,12,2,15.33,23,1.5,5.94,8.39,1
F,16,60,2,95,229,13,11,2,3.75,5.45,1.45,5.94,14.31,0
F,55,720,24,249,424,41,32,13,13.09,22.5,1.72,4.53,7.71,1
M,11,230,8,56,85,8,7,2,20.91,32.86,1.57,5.09,7.73,1
F,82,988,33,388,852,58,43,17,12.05,22.98,1.91,4.73,10.39,0
F,119,1235,41,569,1025,97,64,26,10.38,19.3,1.86,4.78,8.61,1
F,23,511,17,140,289,17,14,3,22.22,36.5,1.64,6.09,12.57,1
F,20,242,8,115,320,16,12,5,12.1,20.17,1.67,5.75,16,0
M,19,649,22,84,136,13,9,4,34.16,72.11,2.11,4.42,7.16,1
M,12,360,12,52,104,9,7,4,30,51.43,1.71,4.33,8.67,0
F,82,903,30,418,712,66,48,19,11.01,18.81,1.71,5.1,8.68,0
F,39,553,19,212,451,35,28,13,14.18,19.75,1.39,5.44,11.56,1
F,25,485,16,143,229,20,15,4,19.4,32.33,1.67,5.72,9.16,1
M,52,948,32,237,382,38,24,12,18.23,39.5,2.17,4.56,7.35,1
F,102,1223,41,521,1127,86,62,26,11.99,19.73,1.65,5.11,11.05,1
F,67,1007,34,370,659,48,40,20,15.03,25.18,1.68,5.52,9.84,1
F,54,739,25,308,677,42,35,18,13.69,21.11,1.54,5.7,12.54,1
F,19,172,6,110,170,14,12,3,9.05,14.33,1.58,5.79,8.95,1
F,80,646,22,394,682,67,46,16,8.07,14.04,1.74,4.92,8.53,0
F,66,787,26,336,530,52,36,16,11.92,21.86,1.83,5.09,8.03,0
F,52,748,25,285,402,46,36,14,14.38,20.78,1.44,5.48,7.73,0
F,124,1218,41,638,991,97,67,29,9.82,18.18,1.85,5.15,7.99,0
F,8,29,1,53,50,8,5,1,3.62,5.8,1.6,6.62,6.25,0
F,130,1403,47,644,1087,104,74,30,10.79,18.96,1.76,4.95,8.36,0
F,86,1034,34,413,712,68,41,20,12.02,25.22,2.1,4.8,8.28,0
F,31,684,23,156,282,24,18,9,22.06,38,1.72,5.03,9.1,1
F,30,662,22,165,271,23,16,7,22.07,41.38,1.88,5.5,9.03,1
F,36,388,13,189,347,32,24,10,10.78,16.17,1.5,5.25,9.64,0
F,61,792,27,363,726,46,33,18,12.98,24,1.85,5.95,11.9,0
F,51,672,23,222,453,38,22,7,13.18,30.55,2.32,4.35,8.88,0
F,38,572,19,193,403,28,20,8,15.05,28.6,1.9,5.08,10.61,1
F,127,1274,42,654,1193,96,75,33,10.03,16.99,1.69,5.15,9.39,0
M,18,318,11,73,89,14,8,3,17.67,39.75,2.25,4.06,4.94,1
F,19,222,8,87,145,15,11,1,11.68,20.18,1.73,4.58,7.63,1
M,56,1284,43,263,472,42,31,19,22.93,41.42,1.81,4.7,8.43,1
M,26,673,23,128,185,17,13,6,25.88,51.77,2,4.92,7.12,1
F,107,928,31,505,799,88,54,21,8.67,17.19,1.98,4.72,7.47,0
F,55,596,20,261,486,43,28,11,10.84,21.29,1.96,4.75,8.84,1
F,40,454,15,204,229,29,21,10,11.35,21.62,1.9,5.1,5.72,1
F,57,709,24,265,456,44,31,14,12.44,22.87,1.84,4.65,8,1
F,35,387,13,171,356,28,21,8,11.06,18.43,1.67,4.89,10.17,0
F,24,558,19,111,250,16,11,6,23.25,50.73,2.18,4.62,10.42,1
F,98,1099,37,499,914,77,49,24,11.21,22.43,2,5.09,9.33,0
F,24,248,9,134,198,19,17,5,10.33,14.59,1.41,5.58,8.25,0
F,77,729,24,359,611,59,40,18,9.47,18.23,1.92,4.66,7.94,0
F,23,368,13,121,171,19,15,5,16,24.53,1.53,5.26,7.43,1
F,40,659,22,201,346,28,19,9,16.48,34.68,2.11,5.03,8.65,1
F,31,279,10,172,239,26,18,6,9,15.5,1.72,5.55,7.71,0
F,7,7,1,56,216,7,6,0,1,1.17,1.17,8,30.86,0
F,27,688,23,140,219,21,17,7,25.48,40.47,1.59,5.19,8.11,0
F,76,763,26,361,600,62,39,14,10.04,19.56,1.95,4.75,7.89,0
F,114,1124,37,572,1047,87,58,28,9.86,19.38,1.97,5.02,9.18,0
F,29,443,15,165,263,25,17,5,15.28,26.06,1.71,5.69,9.07,0
F,51,677,23,264,332,43,34,12,13.27,19.91,1.5,5.18,6.51,0
F,14,264,9,73,101,9,9,2,18.86,29.33,1.56,5.21,7.21,1
M,11,385,13,53,129,7,6,1,35,64.17,1.83,4.82,11.73,1
F,34,397,14,160,267,25,17,4,11.68,23.35,2,4.71,7.85,1
F,28,464,16,134,222,23,15,4,16.57,30.93,1.87,4.79,7.93,1
F,42,438,15,210,298,29,21,10,10.43,20.86,2,5,7.1,1
F,6,7,1,39,118,6,5,0,1.17,1.4,1.2,6.5,19.67,0
F,25,297,10,127,215,21,17,5,11.88,17.47,1.47,5.08,8.6,0
F,48,753,25,236,367,35,24,12,15.69,31.38,2,4.92,7.65,1
F,38,442,15,205,335,31,22,9,11.63,20.09,1.73,5.39,8.82,1
F,49,751,25,234,511,35,27,9,15.33,27.81,1.81,4.78,10.43,1
F,92,1047,35,457,1183,75,54,24,11.38,19.39,1.7,4.97,12.86,1
F,82,989,33,404,706,61,47,21,12.06,21.04,1.74,4.93,8.61,1
M,30,700,24,134,251,19,13,9,23.33,53.85,2.31,4.47,8.37,1
F,41,526,18,194,388,34,26,12,12.83,20.23,1.58,4.73,9.46,1
F,18,91,3,109,169,15,12,4,5.06,7.58,1.5,6.06,9.39,1
M,5,66,3,28,67,3,2,0,13.2,33,2.5,5.6,13.4,1
M,26,703,24,136,283,22,15,7,27.04,46.87,1.73,5.23,10.88,0
F,28,403,14,131,280,19,15,8,14.39,26.87,1.87,4.68,10,1
F,15,111,4,100,193,15,11,3,7.4,10.09,1.36,6.67,12.87,0
F,49,642,22,257,398,41,33,10,13.1,19.45,1.48,5.24,8.12,1
F,9,73,3,68,97,9,7,3,8.11,10.43,1.29,7.56,10.78,0
F,45,721,24,210,391,35,26,11,16.02,27.73,1.73,4.67,8.69,1
F,68,833,28,338,650,53,36,15,12.25,23.14,1.89,4.97,9.56,1
M,9,168,6,50,86,6,4,0,18.67,42,2.25,5.56,9.56,0
F,7,6,1,45,33,6,6,0,0.86,1,1.17,6.43,4.71,1
M,15,629,21,63,88,10,5,2,41.93,125.8,3,4.2,5.87,1
F,135,1357,45,655,1266,105,74,30,10.05,18.34,1.82,4.85,9.38,1
M,8,23,1,33,39,6,3,0,2.88,7.67,2.67,4.12,4.88,1
F,103,1153,38,505,770,89,55,27,11.19,20.96,1.87,4.9,7.48,0
F,107,1094,36,495,898,81,49,22,10.22,22.33,2.18,4.63,8.39,1
F,5,6,1,38,113,5,5,0,1.2,1.2,1,7.6,22.6,0
F,32,425,14,163,354,26,21,9,13.28,20.24,1.52,5.09,11.06,0
F,43,1087,36,183,472,31,21,8,25.28,51.76,2.05,4.26,10.98,0
F,23,224,8,152,254,21,15,5,9.74,14.93,1.53,6.61,11.04,0
F,31,371,13,174,284,27,20,4,11.97,18.55,1.55,5.61,9.16,1
F,109,1268,42,532,1023,87,64,27,11.63,19.81,1.7,4.88,9.39,0
M,17,655,22,74,117,12,10,6,38.53,65.5,1.7,4.35,6.88,1
F,94,1088,36,489,752,85,68,24,11.57,16,1.38,5.2,8,1
M,10,215,8,46,121,7,5,0,21.5,43,2,4.6,12.1,1
F,56,741,25,279,410,43,31,17,13.23,23.9,1.81,4.98,7.32,0
F,51,756,25,263,400,41,30,10,14.82,25.2,1.7,5.16,7.84,0
F,8,52,2,65,130,8,8,2,6.5,6.5,1,8.12,16.25,0
F,22,495,17,124,285,17,16,7,22.5,30.94,1.38,5.64,12.95,0
F,37,387,13,220,427,33,27,10,10.46,14.33,1.37,5.95,11.54,0
F,58,1020,34,272,550,43,27,13,17.59,37.78,2.15,4.69,9.48,1
F,44,678,23,228,295,30,25,9,15.41,27.12,1.76,5.18,6.7,1
F,83,806,27,407,718,67,44,17,9.71,18.32,1.89,4.9,8.65,0
F,24,527,18,133,210,17,14,5,21.96,37.64,1.71,5.54,8.75,1
F,124,1189,40,644,969,109,74,32,9.59,16.07,1.68,5.19,7.81,0
F,69,883,30,319,601,51,38,15,12.8,23.24,1.82,4.62,8.71,1
F,136,1444,48,644,1083,113,81,30,10.62,17.83,1.68,4.74,7.96,0
F,122,1385,46,577,1063,97,66,28,11.35,20.98,1.85,4.73,8.71,0
F,27,312,11,119,291,18,15,4,11.56,20.8,1.8,4.41,10.78,0
F,60,862,29,295,528,51,37,15,14.37,23.3,1.62,4.92,8.8,1
F,104,1268,42,515,860,77,53,27,12.19,23.92,1.96,4.95,8.27,1
F,46,591,20,207,304,33,20,11,12.85,29.55,2.3,4.5,6.61,1
F,82,1070,36,436,656,60,42,21,13.05,25.48,1.95,5.32,8,1
F,30,320,11,155,228,21,18,7,10.67,17.78,1.67,5.17,7.6,1
F,68,789,26,333,605,52,41,18,11.6,19.24,1.66,4.9,8.9,1
F,57,730,24,268,491,34,26,11,12.81,28.08,2.19,4.7,8.61,1
F,13,59,2,90,154,11,10,2,4.54,5.9,1.3,6.92,11.85,0
F,39,534,18,211,428,33,21,9,13.69,25.43,1.86,5.41,10.97,1
F,15,113,4,95,131,11,10,2,7.53,11.3,1.5,6.33,8.73,0
F,41,593,20,198,297,34,22,9,14.46,26.95,1.86,4.83,7.24,1
F,17,79,3,116,369,16,12,4,4.65,6.58,1.42,6.82,21.71,0
M,18,398,14,92,165,14,12,8,22.11,33.17,1.5,5.11,9.17,1
F,38,615,21,179,398,27,19,7,16.18,32.37,2,4.71,10.47,1
M,13,363,12,46,65,6,4,2,27.92,90.75,3.25,3.54,5,1
