gender,accum_visits,accum_days,accum_subs,accum_pages,accum_onsite,accum_entered,accum_completed,completed_holiday,visit_cycle,purchase_cycle,purchase_freq,pages_per_visit,onsite_per_visit,churn
F,13,194,7,74,165,11,7,2,14.92,27.71,1.86,5.69,12.69,0
F,24,199,7,129,373,19,18,3,8.29,11.06,1.33,5.38,15.54,0
F,24,597,20,118,146,19,13,7,24.88,45.92,1.85,4.92,6.08,1
M,35,583,20,173,242,27,24,12,16.66,24.29,1.46,4.94,6.91,1
F,19,172,6,117,401,17,13,3,9.05,13.23,1.46,6.16,21.11,0
F,51,668,22,254,518,44,31,13,13.1,21.55,1.65,4.98,10.16,0
F,17,162,6,89,119,12,9,0,9.53,18,1.89,5.24,7,1
F,32,400,14,182,478,27,19,7,12.5,21.05,1.68,5.69,14.94,0
F,70,686,23,336,609,54,36,13,9.8,19.06,1.94,4.8,8.7,0
F,28,251,9,151,295,23,19,6,8.96,13.21,1.47,5.39,10.54,0
F,22,597,20,126,166,19,15,4,27.14,39.8,1.47,5.73,7.55,1
F,93,1267,42,441,709,79,50,20,13.62,25.34,1.86,4.74,7.62,1
M,15,255,9,64,173,10,8,2,17,31.88,1.88,4.27,11.53,1
F,18,544,18,94,124,15,11,4,30.22,49.45,1.64,5.22,6.89,0
M,8,158,6,34,49,6,4,1,19.75,39.5,2,4.25,6.12,1
F,16,198,7,89,183,11,11,3,12.38,18,1.45,5.56,11.44,1
F,91,1345,45,433,590,72,49,16,14.78,27.45,1.86,4.76,6.48,1
F,15,118,4,93,245,12,10,2,7.87,11.8,1.5,6.2,16.33,1
F,86,942,31,431,893,69,47,25,10.95,20.04,1.83,5.01,10.38,1
F,21,372,13,118,120,15,10,6,17.71,37.2,2.1,5.62,5.71,0
M,17,248,9,86,105,13,10,4,14.59,24.8,1.7,5.06,6.18,1
M,15,497,17,62,155,10,7,2,33.13,71,2.14,4.13,10.33,1
F,32,619,21,157,310,25,15,8,19.34,41.27,2.13,4.91,9.69,1
F,121,1443,48,562,968,92,57,28,11.93,25.32,2.12,4.64,8,1
F,34,528,18,172,224,23,18,4,15.53,29.33,1.89,5.06,6.59,1
F,33,516,17,184,317,28,19,7,15.64,27.16,1.74,5.58,9.61,0
F,24,350,12,128,303,19,15,7,14.58,23.33,1.6,5.33,12.62,1
F,96,1090,36,486,884,76,55,21,11.35,19.82,1.75,5.06,9.21,0
M,18,573,19,75,160,15,13,5,31.83,44.08,1.38,4.17,8.89,1
M,22,695,23,88,218,15,13,9,31.59,53.46,1.69,4,9.91,1
F,88,802,27,455,813,66,46,19,9.11,17.43,1.91,5.17,9.24,0
F,16,244,9,90,205,12,10,5,15.25,24.4,1.6,5.62,12.81,1
F,35,312,11,177,316,31,20,6,8.91,15.6,1.75,5.06,9.03,0
F,12,33,2,68,106,11,10,1,2.75,3.3,1.2,5.67,8.83,1
F,29,478,16,138,231,23,19,7,16.48,25.16,1.53,4.76,7.97,1
F,26,456,15,142,222,21,14,6,17.54,32.57,1.86,5.46,8.54,1
F,21,187,7,111,184,18,11,3,8.9,17,1.91,5.29,8.76,0
F,26,366,13,122,231,22,12,6,14.08,30.5,2.17,4.69,8.88,1
F,19,247,9,113,195,16,16,5,13,15.44,1.19,5.95,10.26,0
M,8,154,6,49,118,7,4,1,19.25,38.5,2,6.12,14.75,1
F,13,125,5,86,192,12,11,3,9.62,11.36,1.18,6.62,14.77,0
F,37,353,12,181,332,30,16,6,9.54,22.06,2.31,4.89,8.97,1
F,53,622,21,266,566,43,27,14,11.74,23.04,1.96,5.02,10.68,0
F,43,540,18,204,334,32,25,11,12.56,21.6,1.72,4.74,7.77,1
M,13,380,13,62,62,7,6,4,29.23,63.33,2.17,4.77,4.77,1
F,100,1285,43,490,894,80,54,24,12.85,23.8,1.85,4.9,8.94,1
F,66,1230,41,345,644,54,36,17,18.64,34.17,1.83,5.23,9.76,0
F,18,197,7,98,129,13,10,2,10.94,19.7,1.8,5.44,7.17,1
F,47,546,18,222,456,36,25,13,11.62,21.84,1.88,4.72,9.7,0
F,55,1060,35,238,356,37,31,12,19.27,34.19,1.77,4.33,6.47,1
F,16,410,14,85,282,14,7,3,25.62,58.57,2.29,5.31,17.62,0
F,45,707,24,242,358,39,28,12,15.71,25.25,1.61,5.38,7.96,1
M,22,491,17,78,133,17,7,2,22.32,70.14,3.14,3.55,6.05,1
F,16,485,16,71,130,11,7,2,30.31,69.29,2.29,4.44,8.12,1
M,25,637,21,117,266,20,14,5,25.48,45.5,1.79,4.68,10.64,1
F,12,339,12,63,111,9,8,4,28.25,42.38,1.5,5.25,9.25,1
F,98,1102,37,490,717,77,55,23,11.24,20.04,1.78,5,7.32,0
F,76,926,31,340,530,57,36,18,12.18,25.72,2.11,4.47,6.97,1
F,77,1187,40,407,665,55,44,22,15.42,26.98,1.75,5.29,8.64,0
F,34,557,19,178,341,29,19,8,16.38,29.32,1.79,5.24,10.03,1
F,60,721,24,316,633,41,25,12,12.02,28.84,2.4,5.27,10.55,1
M,26,876,29,128,202,23,14,7,33.69,62.57,1.86,4.92,7.77,1
F,79,1028,34,375,652,63,42,15,13.01,24.48,1.88,4.75,8.25,1
F,140,1335,44,684,1220,119,83,33,9.54,16.08,1.69,4.89,8.71,0
F,17,310,11,89,119,15,10,3,18.24,31,1.7,5.24,7,0
M,8,327,11,36,70,5,4,2,40.88,81.75,2,4.5,8.75,1
F,10,49,2,66,121,9,9,2,4.9,5.44,1.11,6.6,12.1,0
F,29,531,18,129,275,18,14,6,18.31,37.93,2.07,4.45,9.48,1
F,20,401,14,109,339,14,10,3,20.05,40.1,2,5.45,16.95,1
M,11,411,14,41,59,7,4,1,37.36,102.75,2.75,3.73,5.36,1
M,12,391,13,37,58,9,6,4,32.58,65.17,2,3.08,4.83,1
F,44,562,19,211,430,33,24,5,12.77,23.42,1.83,4.8,9.77,1
F,111,1152,38,576,1008,87,58,30,10.38,19.86,1.91,5.19,9.08,0
M,10,282,10,51,132,8,3,2,28.2,94,3.33,5.1,13.2,0
F,60,631,21,313,653,54,36,15,10.52,17.53,1.67,5.22,10.88,0
F,20,195,7,93,146,16,10,2,9.75,19.5,2,4.65,7.3,0
F,87,1131,38,433,836,70,47,26,13,24.06,1.85,4.98,9.61,1
F,19,198,7,105,116,14,9,3,10.42,22,2.11,5.53,6.11,1
F,25,356,12,144,253,18,15,4,14.24,23.73,1.67,5.76,10.12,0
F,66,1063,35,333,666,52,36,15,16.11,29.53,1.83,5.05,10.09,1
F,10,164,6,60,60,9,9,2,16.4,18.22,1.11,6,6,1
F,25,398,14,122,343,18,11,3,15.92,36.18,2.27,4.88,13.72,1
F,100,1146,38,522,859,76,55,25,11.46,20.84,1.82,5.22,8.59,0
M,37,949,32,160,250,28,18,11,25.65,52.72,2.06,4.32,6.76,1
F,17,172,6,104,360,16,12,4,10.12,14.33,1.42,6.12,21.18,0
F,116,1364,45,594,846,91,69,28,11.76,19.77,1.68,5.12,7.29,0
F,7,49,2,46,240,6,6,1,7,8.17,1.17,6.57,34.29,1
F,9,192,7,51,86,7,6,2,21.33,32,1.5,5.67,9.56,0
F,81,987,33,391,710,61,45,17,12.19,21.93,1.8,4.83,8.77,1
F,130,1325,44,611,1088,91,60,26,10.19,22.08,2.17,4.7,8.37,1
F,62,706,24,300,563,48,31,14,11.39,22.77,2,4.84,9.08,1
F,57,852,29,309,609,45,34,16,14.95,25.06,1.68,5.42,10.68,1
F,135,1337,44,650,1193,105,73,34,9.9,18.32,1.85,4.81,8.84,1
F,14,174,6,92,212,14,11,2,12.43,15.82,1.27,6.57,15.14,0
F,53,773,26,260,469,39,26,13,14.58,29.73,2.04,4.91,8.85,1
F,43,481,16,216,382,34,26,10,11.19,18.5,1.65,5.02,8.88,1
F,17,191,7,120,222,16,15,5,11.24,12.73,1.13,7.06,13.06,0
F,36,366,13,177,345,30,20,7,10.17,18.3,1.8,4.92,9.58,0
M,23,607,20,107,179,16,11,5,26.39,55.18,2.09,4.65,7.78,1
F,18,247,9,99,524,14,13,2,13.72,19,1.38,5.5,29.11,1
F,36,692,23,177,295,26,18,9,19.22,38.44,2,4.92,8.19,1
F,34,392,13,188,401,24,18,9,11.53,21.78,1.89,5.53,11.79,0
F,46,659,22,235,482,36,28,11,14.33,23.54,1.64,5.11,10.48,1
F,71,676,23,372,739,56,38,16,9.52,17.79,1.87,5.24,10.41,0
F,32,436,15,186,331,29,20,8,13.62,21.8,1.6,5.81,10.34,0
F,94,1102,37,465,745,72,58,22,11.72,19,1.62,4.95,7.93,1
M,17,501,17,88,144,13,10,6,29.47,50.1,1.7,5.18,8.47,1
F,26,231,8,150,180,22,16,5,8.88,14.44,1.62,5.77,6.92,1
F,69,860,29,342,557,55,41,19,12.46,20.98,1.68,4.96,8.07,1
F,111,1411,47,535,835,89,55,28,12.71,25.65,2.02,4.82,7.52,1
F,28,669,22,144,227,24,16,9,23.89,41.81,1.75,5.14,8.11,1
F,69,668,22,301,577,57,34,16,9.68,19.65,2.03,4.36,8.36,0
F,18,124,5,101,203,13,12,1,6.89,10.33,1.5,5.61,11.28,1
F,73,741,25,353,593,55,39,18,10.15,19,1.87,4.84,8.12,1
F,51,721,24,251,341,37,28,9,14.14,25.75,1.82,4.92,6.69,0
F,13,102,4,81,171,11,10,2,7.85,10.2,1.3,6.23,13.15,1
F,25,312,11,126,184,21,17,6,12.48,18.35,1.47,5.04,7.36,1
F,47,632,21,250,387,39,29,12,13.45,21.79,1.62,5.32,8.23,0
M,12,283,10,56,91,9,7,1,23.58,40.43,1.71,4.67,7.58,1
M,14,370,13,66,231,11,8,3,26.43,46.25,1.75,4.71,16.5,1
M,8,210,7,33,117,5,3,0,26.25,70,2.67,4.12,14.62,1
M,30,618,21,152,235,26,18,10,20.6,34.33,1.67,5.07,7.83,1
F,30,512,17,160,330,23,17,7,17.07,30.12,1.76,5.33,11,1
F,26,226,8,121,212,20,12,5,8.69,18.83,2.17,4.65,8.15,1
M,21,672,23,91,148,16,8,2,32,84,2.62,4.33,7.05,1
F,50,683,23,266,536,43,29,12,13.66,23.55,1.72,5.32,10.72,1
F,57,585,20,272,463,47,30,12,10.26,19.5,1.9,4.77,8.12,1
M,41,1086,36,197,206,28,16,11,26.49,67.88,2.56,4.8,5.02,1
M,33,1027,34,145,233,25,18,13,31.12,57.06,1.83,4.39,7.06,1
M,48,1179,39,249,451,35,24,21,24.56,49.12,2,5.19,9.4,1
F,55,891,30,277,410,44,34,15,16.2,26.21,1.62,5.04,7.45,1
M,72,1377,46,303,456,48,34,16,19.12,40.5,2.12,4.21,6.33,0
F,48,684,23,246,363,39,27,13,14.25,25.33,1.78,5.12,7.56,1
F,19,593,20,104,225,16,12,3,31.21,49.42,1.58,5.47,11.84,1
F,35,388,13,184,173,30,20,9,11.09,19.4,1.75,5.26,4.94,0
F,51,721,24,260,522,40,27,12,14.14,26.7,1.89,5.1,10.24,0
F,145,1384,46,697,947,111,78,36,9.54,17.74,1.86,4.81,6.53,1
F,38,445,15,197,421,29,22,7,11.71,20.23,1.73,5.18,11.08,0
F,55,900,30,295,613,44,35,18,16.36,25.71,1.57,5.36,11.15,1
F,14,80,3,90,150,14,13,2,5.71,6.15,1.08,6.43,10.71,0
F,69,672,23,328,649,54,43,16,9.74,15.63,1.6,4.75,9.41,1
F,22,382,13,90,210,19,14,5,17.36,27.29,1.57,4.09,9.55,1
F,10,78,3,67,114,8,8,3,7.8,9.75,1.25,6.7,11.4,0
F,36,792,27,182,207,27,21,7,22,37.71,1.71,5.06,5.75,1
F,80,1109,37,394,643,61,42,18,13.86,26.4,1.9,4.92,8.04,1
F,97,1293,43,467,823,79,44,21,13.33,29.39,2.2,4.81,8.48,0
F,27,592,20,124,295,18,14,4,21.93,42.29,1.93,4.59,10.93,1
F,6,7,1,45,59,6,5,0,1.17,1.4,1.2,7.5,9.83,0
M,4,37,2,12,20,3,2,0,9.25,18.5,2,3,5,1
F,18,479,16,83,131,15,14,3,26.61,34.21,1.29,4.61,7.28,1
F,18,259,9,88,120,16,10,2,14.39,25.9,1.8,4.89,6.67,1
F,9,51,2,60,182,9,7,2,5.67,7.29,1.29,6.67,20.22,0
F,43,631,21,214,398,29,21,8,14.67,30.05,2.05,4.98,9.26,0
F,76,1170,39,376,454,62,45,18,15.39,26,1.69,4.95,5.97,1
M,9,175,6,44,93,7,5,2,19.44,35,1.8,4.89,10.33,1
F,31,551,19,140,181,22,14,4,17.77,39.36,2.21,4.52,5.84,1
F,34,472,16,189,349,31,24,8,13.88,19.67,1.42,5.56,10.26,1
M,38,1014,34,187,280,27,25,13,26.68,40.56,1.52,4.92,7.37,1
F,33,533,18,169,314,27,23,8,16.15,23.17,1.43,5.12,9.52,0
M,12,212,7,75,142,11,8,3,17.67,26.5,1.5,6.25,11.83,0
M,13,211,7,65,60,9,6,3,16.23,35.17,2.17,5,4.62,1
F,38,629,21,224,555,30,20,11,16.55,31.45,1.9,5.89,14.61,0
F,69,1048,35,332,699,54,37,15,15.19,28.32,1.86,4.81,10.13,1
F,69,1157,39,333,417,50,35,17,16.77,33.06,1.97,4.83,6.04,1
F,16,394,13,76,60,12,10,4,24.62,39.4,1.6,4.75,3.75,1
F,124,1371,46,565,779,91,56,24,11.06,24.48,2.21,4.56,6.28,1
F,5,10,1,41,136,5,5,1,2,2,1,8.2,27.2,0
F,17,324,11,101,190,15,13,5,19.06,24.92,1.31,5.94,11.18,0
M,18,405,14,79,73,13,12,3,22.5,33.75,1.5,4.39,4.06,1
F,54,728,24,241,391,34,28,10,13.48,26,1.93,4.46,7.24,1
M,7,166,6,27,38,5,3,1,23.71,55.33,2.33,3.86,5.43,1
F,91,719,24,461,799,83,54,15,7.9,13.31,1.69,5.07,8.78,1
F,23,685,23,114,315,17,11,5,29.78,62.27,2.09,4.96,13.7,1
M,87,1424,47,385,627,66,39,22,16.37,36.51,2.23,4.43,7.21,0
F,11,24,1,73,122,9,9,1,2.18,2.67,1.22,6.64,11.09,1
F,22,302,10,124,323,19,16,7,13.73,18.88,1.38,5.64,14.68,1
F,17,330,11,108,171,14,13,3,19.41,25.38,1.31,6.35,10.06,0
F,15,175,6,95,258,15,12,4,11.67,14.58,1.25,6.33,17.2,0
F,67,590,20,326,619,53,40,12,8.81,14.75,1.68,4.87,9.24,0
F,20,648,22,103,140,16,13,4,32.4,49.85,1.54,5.15,7,1
M,60,1039,35,299,459,48,32,14,17.32,32.47,1.88,4.98,7.65,1
F,49,636,21,244,436,42,29,13,12.98,21.93,1.69,4.98,8.9,1
F,41,769,26,228,415,33,27,13,18.76,28.48,1.52,5.56,10.12,1
F,78,969,32,383,617,58,40,18,12.42,24.23,1.95,4.91,7.91,1
F,56,488,17,273,440,45,31,11,8.71,15.74,1.81,4.88,7.86,1
F,17,62,3,99,122,14,10,1,3.65,6.2,1.7,5.82,7.18,0
F,22,284,10,124,205,14,14,5,12.91,20.29,1.57,5.64,9.32,1
F,44,386,13,248,479,35,28,9,8.77,13.79,1.57,5.64,10.89,0
F,61,640,22,314,644,52,34,14,10.49,18.82,1.79,5.15,10.56,1
F,84,912,30,442,654,67,45,19,10.86,20.27,1.87,5.26,7.79,1
F,26,589,20,147,297,19,15,6,22.65,39.27,1.73,5.65,11.42,1
F,99,1124,37,467,986,75,52,23,11.35,21.62,1.9,4.72,9.96,1
F,29,462,16,156,288,23,15,4,15.93,30.8,1.93,5.38,9.93,1
F,60,715,24,290,443,49,37,12,11.92,19.32,1.62,4.83,7.38,1
F,60,890,30,318,539,47,36,13,14.83,24.72,1.67,5.3,8.98,1
F,74,1001,33,327,766,57,36,19,13.53,27.81,2.06,4.42,10.35,1
F,21,303,10,104,260,13,11,2,14.43,27.55,1.91,4.95,12.38,1
F,117,1397,46,532,925,90,56,23,11.94,24.95,2.09,4.55,7.91,1
M,13,311,11,66,202,10,5,1,23.92,62.2,2.6,5.08,15.54,0
F,20,493,17,95,139,14,8,2,24.65,61.62,2.5,4.75,6.95,1
M,64,1080,36,299,467,51,37,17,16.88,29.19,1.73,4.67,7.3,1
F,91,985,33,440,579,73,49,20,10.82,20.1,1.86,4.84,6.36,1
F,16,61,3,98,158,14,12,3,3.81,5.08,1.33,6.12,9.88,0
M,17,541,18,55,98,11,7,5,31.82,77.29,2.43,3.24,5.76,1
F,23,190,7,122,175,16,14,3,8.26,13.57,1.64,5.3,7.61,0
F,37,568,19,179,263,33,24,9,15.35,23.67,1.54,4.84,7.11,1
F,23,171,6,133,301,21,16,4,7.43,10.69,1.44,5.78,13.09,1
F,68,949,32,341,554,54,39,18,13.96,24.33,1.74,5.01,8.15,1
F,49,392,13,265,475,41,31,10,8,12.65,1.58,5.41,9.69,0
F,25,427,15,136,319,20,14,5,17.08,30.5,1.79,5.44,12.76,1
F,116,1392,46,573,1006,82,61,31,12,22.82,1.9,4.94,8.67,0
F,38,789,26,185,318,27,18,7,20.76,43.83,2.11,4.87,8.37,1
F,64,680,23,302,568,45,32,13,10.62,21.25,2,4.72,8.88,1
F,59,955,32,289,594,49,31,13,16.19,30.81,1.9,4.9,10.07,1
F,77,674,23,380,700,63,46,17,8.75,14.65,1.67,4.94,9.09,0
M,59,1121,37,283,649,47,29,19,19,38.66,2.03,4.8,11,0
F,22,468,16,112,173,18,11,2,21.27,42.55,2,5.09,7.86,1
F,107,954,32,519,859,82,57,23,8.92,16.74,1.88,4.85,8.03,0
F,86,1155,38,418,780,69,46,24,13.43,25.11,1.87,4.86,9.07,0
F,95,1064,35,458,685,70,39,17,11.2,27.28,2.44,4.82,7.21,1
F,17,309,11,87,126,16,11,3,18.18,28.09,1.55,5.12,7.41,0
F,37,358,12,202,407,29,21,8,9.68,17.05,1.76,5.46,11,0
M,20,429,15,88,137,14,9,3,21.45,47.67,2.22,4.4,6.85,1
F,9,50,2,52,63,7,6,1,5.56,8.33,1.5,5.78,7,1
F,20,487,17,102,202,15,12,3,24.35,40.58,1.67,5.1,10.1,1
F,87,899,30,413,609,69,49,22,10.33,18.35,1.78,4.75,7,1
M,30,952,32,136,232,23,13,7,31.73,73.23,2.31,4.53,7.73,1
F,16,102,4,115,239,15,13,4,6.38,7.85,1.23,7.19,14.94,0
F,31,505,17,154,330,23,17,4,16.29,29.71,1.82,4.97,10.65,1
F,58,765,26,276,461,48,34,13,13.19,22.5,1.71,4.76,7.95,1
F,80,1043,35,422,651,65,49,22,13.04,21.29,1.63,5.28,8.14,0
M,6,161,6,31,59,4,3,1,26.83,53.67,2,5.17,9.83,0
F,62,736,25,327,598,49,38,16,11.87,19.37,1.63,5.27,9.65,0
F,15,165,6,92,173,12,10,2,11,16.5,1.5,6.13,11.53,0
F,52,673,23,283,464,41,29,14,12.94,23.21,1.79,5.44,8.92,0
F,11,169,6,75,64,9,8,3,15.36,21.12,1.38,6.82,5.82,0
F,70,1079,36,355,660,53,36,21,15.41,29.97,1.94,5.07,9.43,1
F,23,527,18,137,271,20,15,6,22.91,35.13,1.53,5.96,11.78,0
F,23,221,8,120,213,16,12,3,9.61,18.42,1.92,5.22,9.26,1
F,26,282,10,137,223,21,14,5,10.85,20.14,1.86,5.27,8.58,1
F,129,1344,45,656,1054,103,71,30,10.42,18.93,1.82,5.09,8.17,1
F,15,610,21,64,59,8,6,0,40.67,101.67,2.5,4.27,3.93,1
F,94,904,30,428,770,72,46,17,9.62,19.65,2.04,4.55,8.19,1
F,51,794,27,239,315,39,24,13,15.57,33.08,2.12,4.69,6.18,1
F,43,703,24,224,381,33,26,11,16.35,27.04,1.65,5.21,8.86,1
F,70,796,27,359,665,57,36,17,11.37,22.11,1.94,5.13,9.5,1
F,32,425,14,161,256,23,19,7,13.28,22.37,1.68,5.03,8,1
M,6,224,8,27,41,6,5,1,37.33,44.8,1.2,4.5,6.83,0
F,25,313,11,136,252,22,14,4,12.52,22.36,1.79,5.44,10.08,0
F,56,946,32,247,463,44,29,9,16.89,32.62,1.93,4.41,8.27,1
M,6,297,10,28,43,4,4,1,49.5,74.25,1.5,4.67,7.17,0
F,26,369,13,153,196,20,16,8,14.19,23.06,1.62,5.88,7.54,1
F,54,834,28,247,470,43,30,12,15.44,27.8,1.8,4.57,8.7,1
F,76,908,30,355,660,60,38,17,11.95,23.89,2,4.67,8.68,1
F,11,104,4,77,130,11,11,4,9.45,9.45,1,7,11.82,0
M,6,227,8,24,26,5,3,0,37.83,75.67,2,4,4.33,0
F,16,380,13,90,186,11,6,2,23.75,63.33,2.67,5.62,11.62,1
F,39,405,14,185,346,32,18,9,10.38,22.5,2.17,4.74,8.87,1
M,20,590,20,76,110,11,7,4,29.5,84.29,2.86,3.8,5.5,1
F,24,382,13,128,350,18,10,5,15.92,38.2,2.4,5.33,14.58,1
F,32,463,16,137,165,24,17,7,14.47,27.24,1.88,4.28,5.16,1
F,17,230,8,85,112,15,11,3,13.53,20.91,1.55,5,6.59,0
F,62,673,23,306,665,49,26,16,10.85,25.88,2.38,4.94,10.73,0
F,40,677,23,210,321,31,18,8,16.93,37.61,2.22,5.25,8.03,1
F,37,506,17,185,380,27,19,9,13.68,26.63,1.95,5,10.27,0
F,139,1285,43,648,1146,110,72,28,9.24,17.85,1.93,4.66,8.24,1
M,32,766,26,173,281,24,16,9,23.94,47.88,2,5.41,8.78,0
M,21,379,13,88,99,15,11,5,18.05,34.45,1.91,4.19,4.71,1
M,5,8,1,33,125,4,4,0,1.6,2,1.25,6.6,25,0
F,39,419,14,194,275,29,21,10,10.74,19.95,1.86,4.97,7.05,0
F,72,938,31,366,545,55,42,17,13.03,22.33,1.71,5.08,7.57,1
F,20,249,9,119,197,19,13,5,12.45,19.15,1.54,5.95,9.85,1
M,23,516,17,118,172,17,8,5,22.43,64.5,2.88,5.13,7.48,1
F,95,1131,38,498,859,76,54,23,11.91,20.94,1.76,5.24,9.04,0
F,39,558,19,215,298,30,21,8,14.31,26.57,1.86,5.51,7.64,1
F,23,468,16,105,128,18,12,3,20.35,39,1.92,4.57,5.57,1
F,89,1296,43,460,991,75,50,24,14.56,25.92,1.78,5.17,11.13,1
M,4,43,2,17,51,3,2,0,10.75,21.5,2,4.25,12.75,1
F,52,720,24,254,371,45,30,11,13.85,24,1.73,4.88,7.13,0
F,73,904,30,371,552,59,41,19,12.38,22.05,1.78,5.08,7.56,1
F,34,472,16,178,270,26,20,10,13.88,23.6,1.7,5.24,7.94,0
F,50,695,23,238,415,38,21,8,13.9,33.1,2.38,4.76,8.3,1
F,70,735,25,355,582,56,37,18,10.5,19.86,1.89,5.07,8.31,0
F,27,191,7,150,235,20,19,4,7.07,10.05,1.42,5.56,8.7,1
F,14,16,1,99,230,14,13,1,1.14,1.23,1.08,7.07,16.43,0
M,35,888,30,150,136,21,17,11,25.37,52.24,2.06,4.29,3.89,0
F,27,374,13,146,219,23,19,7,13.85,19.68,1.42,5.41,8.11,1
M,11,370,13,59,100,7,5,2,33.64,74,2.2,5.36,9.09,1
F,21,547,18,114,198,17,14,6,26.05,39.07,1.5,5.43,9.43,1
F,20,222,8,121,252,15,13,5,11.1,17.08,1.54,6.05,12.6,1
F,122,1360,45,576,885,95,59,22,11.15,23.05,2.07,4.72,7.25,1
F,59,567,19,293,435,47,29,13,9.61,19.55,2.03,4.97,7.37,1
F,81,786,26,386,779,65,46,17,9.7,17.09,1.76,4.77,9.62,1
F,88,1151,38,449,777,69,46,22,13.08,25.02,1.91,5.1,8.83,1
F,131,1353,45,613,1050,102,65,28,10.33,20.82,2.02,4.68,8.02,0
F,18,364,12,102,236,15,14,5,20.22,26,1.29,5.67,13.11,0
F,47,739,25,246,521,39,28,12,15.72,26.39,1.68,5.23,11.09,1
F,38,389,13,209,239,29,24,9,10.24,16.21,1.58,5.5,6.29,1
F,20,174,6,100,171,16,12,4,8.7,14.5,1.67,5,8.55,0
M,33,635,21,153,211,26,19,9,19.24,33.42,1.74,4.64,6.39,1
F,32,508,17,156,271,20,15,5,15.88,33.87,2.13,4.88,8.47,1
M,14,492,17,65,117,10,7,2,35.14,70.29,2,4.64,8.36,1
F,24,391,13,133,279,21,17,5,16.29,23,1.41,5.54,11.62,1
F,15,197,7,65,74,10,8,2,13.13,24.62,1.88,4.33,4.93,1
F,18,478,16,98,116,15,12,4,26.56,39.83,1.5,5.44,6.44,0
F,30,482,16,162,408,23,18,6,16.07,26.78,1.67,5.4,13.6,1
M,25,564,19,131,274,19,16,9,22.56,35.25,1.56,5.24,10.96,0
F,94,1103,37,466,741,74,54,23,11.73,20.43,1.74,4.96,7.88,1
F,36,690,23,179,341,30,23,6,19.17,30,1.57,4.97,9.47,0
F,107,1233,41,535,917,91,61,28,11.52,20.21,1.75,5,8.57,1
M,37,608,20,175,282,25,17,9,16.43,35.76,2.18,4.73,7.62,1
F,28,354,12,157,264,19,15,6,12.64,23.6,1.87,5.61,9.43,0
F,8,54,2,60,98,8,6,3,6.75,9,1.33,7.5,12.25,0
F,19,465,16,95,188,17,14,4,24.47,33.21,1.36,5,9.89,1
M,32,562,19,147,262,24,16,8,17.56,35.12,2,4.59,8.19,1
M,4,53,2,27,39,3,3,1,13.25,17.67,1.33,6.75,9.75,0
F,19,205,7,106,210,16,14,3,10.79,14.64,1.36,5.58,11.05,0
F,19,330,11,108,205,17,14,4,17.37,23.57,1.36,5.68,10.79,0
F,61,721,24,332,614,49,32,15,11.82,22.53,1.91,5.44,10.07,1
F,102,1222,41,485,770,79,56,22,11.98,21.82,1.82,4.75,7.55,0
M,9,255,9,38,60,6,5,2,28.33,51,1.8,4.22,6.67,0
F,25,324,11,137,302,22,14,2,12.96,23.14,1.79,5.48,12.08,1
F,24,579,20,146,258,19,15,5,24.12,38.6,1.6,6.08,10.75,1
F,25,179,6,138,293,21,12,4,7.16,14.92,2.08,5.52,11.72,1
F,12,214,8,67,149,9,6,2,17.83,35.67,2,5.58,12.42,1
F,48,589,20,259,591,43,26,12,12.27,22.65,1.85,5.4,12.31,0
F,72,1150,38,358,569,56,35,19,15.97,32.86,2.06,4.97,7.9,1
M,14,640,22,75,152,13,8,5,45.71,80,1.75,5.36,10.86,1
F,56,845,28,287,461,46,33,14,15.09,25.61,1.7,5.12,8.23,1
M,9,56,2,43,106,7,4,0,6.22,14,2.25,4.78,11.78,1
F,38,484,16,189,249,29,21,10,12.74,23.05,1.81,4.97,6.55,1
F,63,808,27,287,477,46,27,14,12.83,29.93,2.33,4.56,7.57,1
M,20,246,9,96,166,17,10,3,12.3,24.6,2,4.8,8.3,1
F,9,62,3,50,104,7,6,1,6.89,10.33,1.5,5.56,11.56,0
M,11,179,6,39,70,7,5,1,16.27,35.8,2.2,3.55,6.36,0
F,11,77,3,75,175,9,8,3,7,9.62,1.38,6.82,15.91,1
F,24,318,11,126,196,19,13,4,13.25,24.46,1.85,5.25,8.17,1
F,23,245,9,142,216,19,15,5,10.65,16.33,1.53,6.17,9.39,1
M,17,384,13,73,147,13,7,5,22.59,54.86,2.43,4.29,8.65,1
F,51,929,31,265,476,39,29,11,18.22,32.03,1.76,5.2,9.33,1
F,37,391,13,209,329,30,22,7,10.57,17.77,1.68,5.65,8.89,0
F,39,364,12,203,377,33,25,8,9.33,14.56,1.56,5.21,9.67,0
F,37,693,23,179,359,29,20,9,18.73,34.65,1.85,4.84,9.7,1
F,18,281,10,93,172,15,12,3,15.61,23.42,1.5,5.17,9.56,1
F,46,673,23,227,353,35,21,10,14.63,32.05,2.19,4.93,7.67,1
F,50,668,22,266,386,38,33,12,13.36,20.24,1.52,5.32,7.72,0
F,103,950,32,507,928,82,59,22,9.22,16.1,1.75,4.92,9.01,0
F,9,53,2,60,85,8,6,2,5.89,8.83,1.5,6.67,9.44,0
F,20,197,7,110,175,18,12,5,9.85,16.42,1.67,5.5,8.75,0
F,41,686,23,220,487,31,26,14,16.73,26.38,1.58,5.37,11.88,1
